job_id,job_title,salary_usd,experience_level,employment_type,company_size,industry,years_experience,benefits_score,remote_ratio,experience_level_name,employment_type_name,company_size_name
AI05047,Data Analyst,106633,MI,PT,M,Gaming,4,8.6,100,Mid-level,Part-Time,Medium
AI05064,Data Analyst,66941,EN,FT,M,Automotive,1,8.2,0,Entry,Full-Time,Medium
AI05095,Head of AI,288318,EX,CT,M,Gaming,18,6.3,50,Executive,Contract,Medium
AI05100,Autonomous Systems Engineer,161632,SE,FL,M,Automotive,6,9.4,50,Senior,Freelance,Medium
AI05112,Data Analyst,110448,MI,FL,S,Energy,3,9.1,50,Mid-level,Freelance,Small
AI05118,Robotics Engineer,90425,MI,FT,S,Technology,2,5.6,50,Mid-level,Full-Time,Small
AI05121,AI Research Scientist,69679,EN,PT,M,Energy,1,6.0,0,Entry,Part-Time,Medium
AI05125,Research Scientist,176189,SE,CT,M,Energy,6,5.1,50,Senior,Contract,Medium
AI05138,Head of AI,258989,EX,FT,S,Gaming,16,9.9,0,Executive,Full-Time,Small
AI05153,AI Research Scientist,139872,SE,FT,L,Automotive,6,9.0,100,Senior,Full-Time,Large
AI05176,Machine Learning Researcher,179290,EX,FT,S,Telecommunications,11,8.0,0,Executive,Full-Time,Small
AI05236,Data Analyst,168972,SE,CT,M,Real Estate,8,7.5,50,Senior,Contract,Medium
AI05242,Machine Learning Engineer,136611,SE,FL,M,Retail,5,8.7,50,Senior,Freelance,Medium
AI05261,Research Scientist,130960,SE,FL,M,Energy,9,9.1,0,Senior,Freelance,Medium
AI05274,Data Scientist,152623,SE,PT,M,Real Estate,7,8.4,100,Senior,Part-Time,Medium
AI05283,Data Engineer,69059,EN,FT,M,Media,0,6.7,0,Entry,Full-Time,Medium
AI05301,Computer Vision Engineer,257729,EX,PT,M,Government,12,6.5,100,Executive,Part-Time,Medium
AI05310,Machine Learning Researcher,168195,SE,FL,L,Manufacturing,6,5.4,100,Senior,Freelance,Large
AI05311,ML Ops Engineer,120917,SE,FL,M,Manufacturing,8,8.0,0,Senior,Freelance,Medium
AI05319,Autonomous Systems Engineer,241233,EX,CT,L,Technology,14,7.8,50,Executive,Contract,Large
AI05320,AI Consultant,172071,SE,CT,L,Real Estate,7,5.8,100,Senior,Contract,Large
AI05338,Machine Learning Researcher,91364,EN,PT,L,Education,0,6.9,100,Entry,Part-Time,Large
AI05392,Machine Learning Engineer,120590,SE,FT,M,Finance,8,6.3,50,Senior,Full-Time,Medium
AI05400,Computer Vision Engineer,162870,SE,PT,L,Telecommunications,5,9.3,100,Senior,Part-Time,Large
AI05414,NLP Engineer,177967,EX,CT,S,Retail,10,6.5,100,Executive,Contract,Small
AI05423,AI Consultant,88837,MI,FL,M,Energy,3,8.2,100,Mid-level,Freelance,Medium
AI05427,ML Ops Engineer,69279,EN,FT,S,Gaming,0,6.0,50,Entry,Full-Time,Small
AI05470,Robotics Engineer,81981,MI,FL,S,Telecommunications,3,7.6,100,Mid-level,Freelance,Small
AI05476,Machine Learning Engineer,228744,EX,FT,L,Transportation,17,6.4,0,Executive,Full-Time,Large
AI05480,Deep Learning Engineer,172269,EX,CT,M,Education,18,7.1,100,Executive,Contract,Medium
AI05542,Autonomous Systems Engineer,187719,EX,CT,S,Media,15,7.8,0,Executive,Contract,Small
AI05570,Robotics Engineer,56424,EN,FL,S,Energy,0,5.5,100,Entry,Freelance,Small
AI05581,AI Architect,167167,EX,FT,M,Gaming,15,9.4,100,Executive,Full-Time,Medium
AI05595,ML Ops Engineer,186649,SE,FL,L,Technology,8,6.2,100,Senior,Freelance,Large
AI05596,Robotics Engineer,214097,EX,CT,S,Retail,10,8.0,100,Executive,Contract,Small
AI05601,AI Architect,292471,EX,CT,M,Finance,18,7.4,100,Executive,Contract,Medium
AI05633,AI Specialist,341883,EX,PT,L,Automotive,10,8.8,0,Executive,Part-Time,Large
AI05674,NLP Engineer,150045,SE,FT,S,Gaming,6,9.7,50,Senior,Full-Time,Small
AI05683,Data Engineer,144658,SE,PT,L,Automotive,9,7.8,0,Senior,Part-Time,Large
AI05702,Deep Learning Engineer,155572,SE,FT,L,Telecommunications,8,7.2,50,Senior,Full-Time,Large
AI05705,Data Analyst,112500,MI,FL,M,Consulting,4,6.0,50,Mid-level,Freelance,Medium
AI05737,Research Scientist,228173,EX,PT,M,Media,16,7.5,100,Executive,Part-Time,Medium
AI05752,Data Analyst,325119,EX,CT,L,Transportation,13,8.2,0,Executive,Contract,Large
AI05804,Research Scientist,264874,EX,FL,L,Technology,14,8.3,100,Executive,Freelance,Large
AI05811,NLP Engineer,138709,MI,PT,L,Energy,4,7.6,50,Mid-level,Part-Time,Large
AI05822,Deep Learning Engineer,101619,MI,CT,L,Consulting,4,9.9,100,Mid-level,Contract,Large
AI05825,Principal Data Scientist,98654,MI,PT,L,Government,2,5.4,50,Mid-level,Part-Time,Large
AI05836,Principal Data Scientist,129593,MI,FL,M,Healthcare,2,9.5,0,Mid-level,Freelance,Medium
AI05837,ML Ops Engineer,102142,MI,PT,M,Consulting,3,5.1,100,Mid-level,Part-Time,Medium
AI05861,AI Specialist,205542,SE,CT,L,Education,8,6.2,100,Senior,Contract,Large
AI05876,Data Engineer,144869,MI,FT,L,Telecommunications,2,7.8,50,Mid-level,Full-Time,Large
AI05901,Head of AI,152763,EX,FL,S,Manufacturing,14,6.4,50,Executive,Freelance,Small
AI05917,Autonomous Systems Engineer,259915,EX,CT,M,Consulting,10,8.2,100,Executive,Contract,Medium
AI05924,Deep Learning Engineer,80847,EN,FT,M,Media,1,5.1,50,Entry,Full-Time,Medium
AI05947,AI Product Manager,165700,EX,FL,M,Technology,18,7.1,50,Executive,Freelance,Medium
AI05976,AI Architect,196550,EX,CT,L,Gaming,18,5.1,100,Executive,Contract,Large
AI05989,Computer Vision Engineer,134416,MI,FT,L,Healthcare,3,7.1,50,Mid-level,Full-Time,Large
AI06002,AI Research Scientist,114259,MI,CT,M,Education,3,6.2,100,Mid-level,Contract,Medium
AI06029,Principal Data Scientist,85579,MI,FT,M,Government,4,7.3,0,Mid-level,Full-Time,Medium
AI06041,Machine Learning Engineer,252062,EX,FL,S,Consulting,12,5.2,100,Executive,Freelance,Small
AI06091,Data Engineer,94197,EN,FT,L,Energy,0,5.4,0,Entry,Full-Time,Large
AI06095,AI Specialist,64058,EN,FT,S,Telecommunications,0,5.4,0,Entry,Full-Time,Small
AI06097,AI Research Scientist,246594,EX,FL,M,Healthcare,16,8.7,0,Executive,Freelance,Medium
AI06111,AI Product Manager,116468,MI,FT,S,Government,3,7.2,100,Mid-level,Full-Time,Small
AI06128,Head of AI,94166,EN,PT,L,Media,1,9.7,0,Entry,Part-Time,Large
AI06148,AI Product Manager,170400,SE,FT,L,Government,6,8.3,50,Senior,Full-Time,Large
AI06159,Research Scientist,206183,SE,FT,L,Automotive,8,10.0,50,Senior,Full-Time,Large
AI06170,Principal Data Scientist,74551,EN,FL,L,Real Estate,0,9.0,0,Entry,Freelance,Large
AI06188,Autonomous Systems Engineer,150847,SE,FL,M,Consulting,7,8.8,100,Senior,Freelance,Medium
AI06192,AI Consultant,76525,EN,FL,S,Government,1,7.8,0,Entry,Freelance,Small
AI06205,Data Scientist,221753,EX,FT,L,Transportation,14,9.8,100,Executive,Full-Time,Large
AI06226,Principal Data Scientist,79199,EN,PT,S,Finance,1,5.8,0,Entry,Part-Time,Small
AI06228,Data Analyst,194251,SE,FL,L,Retail,7,9.5,100,Senior,Freelance,Large
AI06242,Robotics Engineer,115644,MI,FL,S,Telecommunications,4,5.2,0,Mid-level,Freelance,Small
AI06292,Computer Vision Engineer,131755,SE,FT,M,Real Estate,9,9.3,100,Senior,Full-Time,Medium
AI06301,ML Ops Engineer,126348,MI,FT,L,Manufacturing,4,7.8,100,Mid-level,Full-Time,Large
AI06303,AI Architect,188343,EX,FT,L,Consulting,13,7.7,50,Executive,Full-Time,Large
AI06315,Data Scientist,70652,EN,CT,M,Manufacturing,0,6.9,50,Entry,Contract,Medium
AI06361,Data Engineer,83974,EN,FL,L,Transportation,0,5.8,0,Entry,Freelance,Large
AI06390,AI Research Scientist,80466,EN,CT,S,Transportation,0,8.6,100,Entry,Contract,Small
AI06416,AI Specialist,66890,EN,CT,S,Automotive,1,8.9,50,Entry,Contract,Small
AI06438,Data Scientist,104141,MI,CT,M,Technology,3,7.0,0,Mid-level,Contract,Medium
AI06443,AI Research Scientist,100209,MI,CT,S,Retail,4,9.3,100,Mid-level,Contract,Small
AI06448,AI Software Engineer,197473,EX,CT,M,Automotive,12,9.2,50,Executive,Contract,Medium
AI06454,NLP Engineer,125422,MI,FL,M,Education,4,7.9,50,Mid-level,Freelance,Medium
AI06495,Machine Learning Engineer,344427,EX,PT,L,Manufacturing,17,8.0,100,Executive,Part-Time,Large
AI06496,AI Consultant,77644,EN,FL,M,Transportation,1,7.2,0,Entry,Freelance,Medium
AI06512,AI Specialist,160384,EX,PT,S,Education,15,6.5,50,Executive,Part-Time,Small
AI06519,NLP Engineer,106735,MI,FT,S,Healthcare,4,5.6,100,Mid-level,Full-Time,Small
AI06522,AI Architect,241126,EX,FL,L,Consulting,16,5.8,50,Executive,Freelance,Large
AI06529,Principal Data Scientist,211093,EX,PT,S,Retail,14,9.0,50,Executive,Part-Time,Small
AI06569,Robotics Engineer,128063,MI,CT,M,Manufacturing,4,7.3,0,Mid-level,Contract,Medium
AI06590,Machine Learning Engineer,165150,SE,PT,L,Transportation,7,9.5,50,Senior,Part-Time,Large
AI06593,Machine Learning Engineer,120166,MI,FT,M,Media,3,8.2,100,Mid-level,Full-Time,Medium
AI06604,Research Scientist,166527,SE,CT,L,Transportation,8,8.7,100,Senior,Contract,Large
AI06617,Deep Learning Engineer,82225,EN,FL,M,Energy,0,9.4,100,Entry,Freelance,Medium
AI06686,Data Analyst,76935,EN,FL,M,Consulting,0,9.0,50,Entry,Freelance,Medium
AI06691,Robotics Engineer,82514,EN,CT,L,Consulting,1,6.3,0,Entry,Contract,Large
AI06735,Principal Data Scientist,74095,EN,PT,S,Automotive,1,9.2,50,Entry,Part-Time,Small
AI06765,ML Ops Engineer,144304,SE,CT,L,Technology,6,6.4,0,Senior,Contract,Large
AI06778,Data Scientist,73171,EN,FT,L,Healthcare,1,6.9,50,Entry,Full-Time,Large
AI06838,Data Scientist,196404,EX,FT,L,Consulting,19,6.1,50,Executive,Full-Time,Large
AI06868,AI Specialist,160195,SE,PT,L,Manufacturing,5,8.9,100,Senior,Part-Time,Large
AI06905,Autonomous Systems Engineer,129224,MI,FL,M,Healthcare,3,6.5,100,Mid-level,Freelance,Medium
AI06907,Robotics Engineer,78557,EN,CT,S,Consulting,0,9.0,50,Entry,Contract,Small
AI06936,Research Scientist,254532,EX,FL,L,Transportation,13,9.8,100,Executive,Freelance,Large
AI06949,Autonomous Systems Engineer,145735,MI,FL,L,Education,2,6.7,0,Mid-level,Freelance,Large
AI06976,AI Consultant,134033,MI,PT,L,Technology,3,5.9,100,Mid-level,Part-Time,Large
AI06986,Principal Data Scientist,123565,SE,FL,M,Automotive,7,6.0,100,Senior,Freelance,Medium
AI07045,AI Research Scientist,131033,SE,FT,S,Transportation,6,6.2,100,Senior,Full-Time,Small
AI07083,AI Product Manager,202653,SE,FT,L,Retail,6,6.0,50,Senior,Full-Time,Large
AI07086,Machine Learning Engineer,87965,EN,FT,L,Gaming,0,8.4,0,Entry,Full-Time,Large
AI07100,AI Specialist,191955,EX,FL,S,Government,12,6.7,100,Executive,Freelance,Small
AI07105,AI Consultant,80026,EN,FT,L,Telecommunications,1,9.6,0,Entry,Full-Time,Large
AI07143,NLP Engineer,156521,SE,PT,L,Finance,8,9.5,100,Senior,Part-Time,Large
AI07145,Robotics Engineer,223297,EX,PT,L,Energy,15,8.1,50,Executive,Part-Time,Large
AI07156,AI Architect,295466,EX,PT,M,Manufacturing,11,5.3,50,Executive,Part-Time,Medium
AI07177,Data Engineer,139759,SE,PT,M,Manufacturing,6,9.5,0,Senior,Part-Time,Medium
AI07191,AI Specialist,101929,EN,CT,L,Healthcare,1,7.4,0,Entry,Contract,Large
AI07207,Deep Learning Engineer,74870,EN,FL,M,Transportation,1,5.8,0,Entry,Freelance,Medium
AI07217,AI Product Manager,129684,SE,FL,M,Transportation,6,6.6,0,Senior,Freelance,Medium
AI07229,AI Architect,70238,EN,FL,S,Technology,1,9.2,100,Entry,Freelance,Small
AI07270,Computer Vision Engineer,242002,EX,CT,M,Healthcare,17,9.8,50,Executive,Contract,Medium
AI07382,Machine Learning Researcher,167633,SE,FL,M,Finance,5,6.2,100,Senior,Freelance,Medium
AI07398,Data Scientist,100893,EN,PT,L,Education,1,9.2,0,Entry,Part-Time,Large
AI07404,Data Engineer,235948,EX,FL,M,Automotive,19,9.2,0,Executive,Freelance,Medium
AI07426,Deep Learning Engineer,271783,EX,FL,L,Retail,10,9.7,50,Executive,Freelance,Large
AI07433,Research Scientist,105608,MI,FL,L,Finance,4,6.7,50,Mid-level,Freelance,Large
AI07454,Head of AI,155430,SE,CT,L,Consulting,6,5.5,50,Senior,Contract,Large
AI07458,Data Analyst,178054,SE,PT,L,Technology,8,6.3,0,Senior,Part-Time,Large
AI07466,Head of AI,88025,MI,CT,M,Transportation,4,6.8,50,Mid-level,Contract,Medium
AI07560,AI Consultant,213258,EX,FL,S,Technology,13,6.0,100,Executive,Freelance,Small
AI07567,AI Research Scientist,101191,MI,CT,S,Automotive,3,9.9,0,Mid-level,Contract,Small
AI07599,Research Scientist,105448,MI,CT,S,Manufacturing,2,7.4,100,Mid-level,Contract,Small
AI07600,Autonomous Systems Engineer,85149,EN,CT,M,Energy,0,5.6,50,Entry,Contract,Medium
AI07604,AI Software Engineer,128048,SE,FT,M,Real Estate,9,9.9,50,Senior,Full-Time,Medium
AI07607,Data Scientist,128240,MI,CT,L,Healthcare,2,5.6,50,Mid-level,Contract,Large
AI07614,Head of AI,85456,EN,PT,L,Education,1,5.7,0,Entry,Part-Time,Large
AI07625,AI Software Engineer,103217,EN,FT,L,Transportation,0,6.2,0,Entry,Full-Time,Large
AI07629,Data Analyst,105534,EN,FL,L,Automotive,1,8.8,0,Entry,Freelance,Large
AI07632,Autonomous Systems Engineer,138714,SE,FL,M,Manufacturing,9,7.5,100,Senior,Freelance,Medium
AI07664,Robotics Engineer,67848,EN,CT,S,Healthcare,1,6.8,50,Entry,Contract,Small
AI07674,NLP Engineer,135921,SE,FT,S,Retail,6,8.5,100,Senior,Full-Time,Small
AI07728,Machine Learning Engineer,143497,SE,FL,M,Technology,5,8.3,50,Senior,Freelance,Medium
AI07730,AI Research Scientist,198149,EX,FL,L,Consulting,19,8.0,50,Executive,Freelance,Large
AI07737,AI Product Manager,196089,EX,CT,M,Technology,12,7.8,50,Executive,Contract,Medium
AI07754,Data Analyst,188300,SE,CT,L,Energy,7,6.3,0,Senior,Contract,Large
AI07757,AI Consultant,112582,MI,FL,S,Finance,2,6.8,0,Mid-level,Freelance,Small
AI07769,Computer Vision Engineer,124958,MI,FT,L,Healthcare,3,6.7,100,Mid-level,Full-Time,Large
AI07795,Data Engineer,127768,MI,FT,L,Transportation,4,8.6,100,Mid-level,Full-Time,Large
AI07836,AI Specialist,86860,EN,FL,L,Automotive,0,5.6,0,Entry,Freelance,Large
AI07840,AI Specialist,200644,EX,FL,S,Gaming,13,9.2,0,Executive,Freelance,Small
AI07858,Autonomous Systems Engineer,108752,MI,FT,L,Transportation,3,6.2,100,Mid-level,Full-Time,Large
AI07863,AI Software Engineer,200943,EX,FT,M,Finance,10,5.6,0,Executive,Full-Time,Medium
AI07877,Head of AI,70667,EN,CT,S,Consulting,1,7.1,100,Entry,Contract,Small
AI07883,Robotics Engineer,163837,EX,CT,S,Finance,11,6.3,50,Executive,Contract,Small
AI07886,Data Analyst,91469,MI,CT,M,Education,4,8.2,0,Mid-level,Contract,Medium
AI07903,Principal Data Scientist,131026,SE,CT,S,Education,8,7.2,0,Senior,Contract,Small
AI07939,AI Software Engineer,99582,MI,FL,S,Manufacturing,2,8.5,100,Mid-level,Freelance,Small
AI08079,AI Research Scientist,161789,SE,CT,M,Consulting,8,8.5,50,Senior,Contract,Medium
AI08091,Research Scientist,95420,MI,FL,M,Telecommunications,3,6.3,0,Mid-level,Freelance,Medium
AI08105,Data Scientist,242800,EX,FT,L,Government,19,9.2,50,Executive,Full-Time,Large
AI08141,Head of AI,163845,SE,PT,M,Healthcare,5,8.6,0,Senior,Part-Time,Medium
AI08142,Head of AI,333453,EX,FL,L,Retail,16,6.5,100,Executive,Freelance,Large
AI08144,Data Engineer,108792,EN,FT,L,Energy,1,6.5,50,Entry,Full-Time,Large
AI08159,Research Scientist,196977,SE,PT,L,Finance,6,9.2,50,Senior,Part-Time,Large
AI08177,Autonomous Systems Engineer,85781,MI,FT,M,Media,2,7.7,0,Mid-level,Full-Time,Medium
AI08199,NLP Engineer,229837,EX,FT,M,Finance,16,6.5,0,Executive,Full-Time,Medium
AI08208,AI Consultant,137124,SE,FL,S,Transportation,6,9.7,0,Senior,Freelance,Small
AI08219,Machine Learning Researcher,79146,EN,FT,M,Technology,0,9.6,50,Entry,Full-Time,Medium
AI08224,AI Research Scientist,91766,MI,PT,S,Media,3,5.3,0,Mid-level,Part-Time,Small
AI08234,Research Scientist,62960,EN,FL,M,Transportation,0,5.4,50,Entry,Freelance,Medium
AI08249,AI Research Scientist,111829,SE,FT,S,Retail,8,8.5,0,Senior,Full-Time,Small
AI08270,AI Product Manager,226237,EX,CT,L,Media,17,9.4,50,Executive,Contract,Large
AI08272,Data Scientist,206671,SE,FT,L,Media,8,5.4,0,Senior,Full-Time,Large
AI08283,Deep Learning Engineer,149701,EX,FT,S,Gaming,12,5.7,50,Executive,Full-Time,Small
AI08307,Robotics Engineer,147062,SE,CT,S,Real Estate,6,5.3,0,Senior,Contract,Small
AI08320,ML Ops Engineer,91074,EN,PT,M,Healthcare,1,6.6,50,Entry,Part-Time,Medium
AI08343,Head of AI,84874,EN,FL,L,Media,0,8.0,50,Entry,Freelance,Large
AI08346,Machine Learning Researcher,254546,EX,FT,M,Retail,17,9.0,50,Executive,Full-Time,Medium
AI08402,AI Specialist,73888,EN,PT,M,Gaming,1,8.9,100,Entry,Part-Time,Medium
AI08405,AI Architect,153245,SE,FL,M,Transportation,5,9.2,0,Senior,Freelance,Medium
AI08455,Deep Learning Engineer,128834,MI,FL,M,Energy,3,5.1,0,Mid-level,Freelance,Medium
AI08486,Deep Learning Engineer,251576,EX,CT,L,Technology,10,6.6,100,Executive,Contract,Large
AI08502,AI Specialist,165249,SE,CT,L,Automotive,6,9.7,50,Senior,Contract,Large
AI08521,Robotics Engineer,71226,EN,FT,S,Government,0,8.6,100,Entry,Full-Time,Small
AI08543,AI Consultant,157668,SE,FL,L,Energy,7,6.5,0,Senior,Freelance,Large
AI08554,AI Software Engineer,82586,EN,PT,L,Energy,0,9.8,0,Entry,Part-Time,Large
AI08556,AI Specialist,92683,MI,FT,S,Energy,3,6.6,50,Mid-level,Full-Time,Small
AI08562,Computer Vision Engineer,205464,EX,FT,S,Education,16,5.7,0,Executive,Full-Time,Small
AI08602,Principal Data Scientist,118751,MI,CT,M,Transportation,3,9.2,100,Mid-level,Contract,Medium
AI08643,Data Analyst,88503,EN,PT,L,Transportation,1,9.2,50,Entry,Part-Time,Large
AI08696,Research Scientist,158041,SE,FL,L,Education,7,8.9,50,Senior,Freelance,Large
AI08697,Principal Data Scientist,97247,MI,FL,S,Media,4,5.3,50,Mid-level,Freelance,Small
AI08788,AI Architect,102471,MI,CT,M,Telecommunications,4,6.9,100,Mid-level,Contract,Medium
AI08807,AI Software Engineer,262522,EX,CT,M,Real Estate,17,8.4,0,Executive,Contract,Medium
AI08808,AI Software Engineer,182055,SE,PT,L,Telecommunications,9,5.4,100,Senior,Part-Time,Large
AI08836,AI Specialist,181422,SE,FT,L,Healthcare,9,8.4,0,Senior,Full-Time,Large
AI08886,Research Scientist,72130,EN,FL,M,Telecommunications,1,7.3,100,Entry,Freelance,Medium
AI08898,Autonomous Systems Engineer,161002,SE,FL,L,Real Estate,9,9.2,50,Senior,Freelance,Large
AI08919,Data Engineer,147558,SE,PT,M,Automotive,6,9.9,50,Senior,Part-Time,Medium
AI08942,NLP Engineer,114816,MI,PT,M,Telecommunications,4,8.7,50,Mid-level,Part-Time,Medium
AI08953,AI Research Scientist,93642,EN,FT,L,Consulting,0,5.7,0,Entry,Full-Time,Large
AI08954,Computer Vision Engineer,165208,SE,FT,M,Energy,8,7.3,50,Senior,Full-Time,Medium
AI08965,Principal Data Scientist,93535,EN,FT,L,Transportation,1,9.0,0,Entry,Full-Time,Large
AI08972,AI Product Manager,122978,MI,CT,L,Finance,3,5.7,0,Mid-level,Contract,Large
AI08985,Machine Learning Researcher,205814,EX,FL,S,Transportation,16,7.4,0,Executive,Freelance,Small
AI08996,NLP Engineer,84304,EN,FL,S,Education,1,5.2,100,Entry,Freelance,Small
AI09008,Machine Learning Researcher,92066,MI,PT,M,Real Estate,3,5.6,50,Mid-level,Part-Time,Medium
AI09036,Data Analyst,118123,MI,PT,M,Retail,3,5.6,100,Mid-level,Part-Time,Medium
AI09068,Head of AI,343803,EX,FL,L,Government,19,9.5,50,Executive,Freelance,Large
AI09093,Principal Data Scientist,252916,EX,CT,L,Consulting,12,6.6,100,Executive,Contract,Large
AI09106,Deep Learning Engineer,129701,MI,PT,L,Telecommunications,4,6.4,100,Mid-level,Part-Time,Large
AI09142,AI Consultant,77772,MI,FL,S,Healthcare,3,5.2,0,Mid-level,Freelance,Small
AI09143,Head of AI,149281,MI,CT,L,Government,2,5.4,0,Mid-level,Contract,Large
AI09172,Head of AI,78857,EN,PT,S,Government,1,8.1,0,Entry,Part-Time,Small
AI09184,Data Analyst,77785,EN,FT,S,Manufacturing,0,5.5,50,Entry,Full-Time,Small
AI09199,AI Consultant,87393,MI,FT,M,Media,2,6.2,100,Mid-level,Full-Time,Medium
AI09214,AI Research Scientist,126294,MI,FL,L,Finance,4,8.0,50,Mid-level,Freelance,Large
AI09226,Machine Learning Researcher,201093,EX,CT,S,Transportation,19,8.0,50,Executive,Contract,Small
AI09228,Research Scientist,86424,EN,PT,M,Manufacturing,1,5.5,0,Entry,Part-Time,Medium
AI09249,Data Engineer,110342,SE,PT,S,Real Estate,8,7.8,100,Senior,Part-Time,Small
AI09257,Deep Learning Engineer,71649,EN,FT,L,Retail,1,7.7,0,Entry,Full-Time,Large
AI09288,Data Analyst,166659,EX,FT,M,Consulting,18,8.8,50,Executive,Full-Time,Medium
AI09292,Data Engineer,93342,MI,CT,S,Government,2,6.3,0,Mid-level,Contract,Small
AI09306,AI Consultant,128378,SE,PT,S,Manufacturing,7,6.5,50,Senior,Part-Time,Small
AI09314,Data Scientist,264666,EX,FT,S,Finance,10,9.3,100,Executive,Full-Time,Small
AI09324,Deep Learning Engineer,68035,EN,CT,M,Manufacturing,0,7.6,50,Entry,Contract,Medium
AI09326,AI Product Manager,112827,MI,PT,S,Government,2,7.8,50,Mid-level,Part-Time,Small
AI09354,Machine Learning Researcher,96605,MI,CT,M,Transportation,4,9.3,50,Mid-level,Contract,Medium
AI09365,Data Scientist,65486,EN,PT,M,Transportation,0,9.6,0,Entry,Part-Time,Medium
AI09392,AI Specialist,81881,EN,FL,L,Energy,1,8.8,0,Entry,Freelance,Large
AI09424,AI Product Manager,88007,MI,PT,S,Education,2,7.4,100,Mid-level,Part-Time,Small
AI09432,Computer Vision Engineer,75675,EN,FL,L,Consulting,0,5.4,0,Entry,Freelance,Large
AI09446,Data Scientist,69639,EN,FL,L,Energy,1,6.7,50,Entry,Freelance,Large
AI09447,Data Scientist,323188,EX,PT,L,Automotive,16,9.1,100,Executive,Part-Time,Large
AI09472,Data Engineer,89214,MI,CT,M,Consulting,4,8.6,100,Mid-level,Contract,Medium
AI09503,AI Product Manager,71737,EN,CT,S,Manufacturing,1,7.9,50,Entry,Contract,Small
AI09524,Data Analyst,89120,MI,PT,M,Manufacturing,4,6.6,0,Mid-level,Part-Time,Medium
AI09549,AI Consultant,113790,MI,FT,L,Real Estate,2,7.8,0,Mid-level,Full-Time,Large
AI09562,AI Research Scientist,175456,EX,FL,S,Automotive,19,7.8,100,Executive,Freelance,Small
AI09584,Data Engineer,64652,EN,PT,M,Education,0,5.1,0,Entry,Part-Time,Medium
